timestamp,how_old_are_you,industry,job_title,additional_context_on_job_title,annual_salary,other_monetary_comp,currency,currency_other,additional_context_on_income,country,state,city,overall_years_of_professional_experience,years_of_experience_in_field,highest_level_of_education_completed,gender,race
2021-05-05T15:44:58Z,45-54,Nonprofits,Executive Director,NA,67100,,USD,,NA,United States,Pennsylvania,Horsham,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-05-05T15:45:06Z,25-34,Education (Higher Education),Compliance Officer,NA,73000,,USD,,NA,U.S.,Texas,College Station,11 - 20 years,8 - 10 years,College degree,Woman,White
2021-05-05T15:46:32Z,25-34,Education (Higher Education),Assistant Professor,"Ivy League, Humanities",94500,,USD,,NA,USA,New York,New York,8 - 10 years,8 - 10 years,PhD,Woman,White
2021-05-05T15:48:05Z,25-34,Nonprofits,Registrar,NA,44000,,USD,,NA,USA,Michigan,Ann Arbor,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2021-05-05T15:48:07Z,18-24,Health care,Environmental Services Operations Manager,NA,51000,,USD,,NA,United States,Ohio,Columbus,2 - 4 years,2 - 4 years,Some college,Woman,White
2021-05-05T15:48:52Z,35-44,Education (Higher Education),Program Manager,NA,72000,,USD,,NA,United States of America,Ohio,Columbus,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-05-05T15:48:57Z,25-34,Media & Digital,Marketing Manager,NA,115000,,USD,,NA,United States,Connecticut,Hartford,8 - 10 years,5-7 years,Master's degree,Woman,White
2021-05-05T15:49:25Z,25-34,"Accounting, Banking & Finance",Administrator,NA,24000,,GBP,,NA,UK,NA,Bristol,8 - 10 years,5-7 years,Some college,Woman,White
2021-05-05T15:50:23Z,45-54,Computing or Tech,Computer Scientist,NA,97800,,USD,,NA,United States,Massachusetts,Canton,21 - 30 years,21 - 30 years,College degree,Woman,White
2021-05-05T15:50:42Z,25-34,Health care,Research Coordinator,NA,70000,,CAD,,NA,Canda,NA,Toronto,1 year or less,2 - 4 years,Master's degree,Woman,Asian or Asian American
2021-05-05T15:50:58Z,55-64,Education (Higher Education),Grant Manager,NA,81000,,USD,,NA,US,Washington,Seattle,21 - 30 years,11 - 20 years,College degree,Man,White
2021-05-05T15:51:10Z,25-34,"Accounting, Banking & Finance",Tax Accountant,NA,60000,,USD,,NA,United States,Alabama,Birmingham,2 - 4 years,2 - 4 years,Master's degree,Woman,White
2021-05-05T15:51:44Z,55-64,Engineering or Manufacturing,IT Manager,NA,135000,,USD,,NA,USA,Washington,Puyallup,41 years or more,21 - 30 years,Master's degree,Man,White
2021-05-05T15:51:46Z,45-54,Utilities & Telecommunications,Senior Executive Assistant,NA,93000,,USD,,NA,United States,Washington,Bellevue,31 - 40 years,21 - 30 years,Some college,Woman,White
2021-05-05T15:51:57Z,25-34,Computing or Tech,Program Manager,Technical project manager for backend systems,148422,,USD,,NA,USA,Washington,Seattle,5-7 years,2 - 4 years,College degree,Woman,White
2021-05-05T15:52:01Z,25-34,Education (Higher Education),Administrative Coordinator,Admin/Office Manager for an academic department,39520,,USD,,NA,U.S.,California,Los Angeles,5-7 years,2 - 4 years,Some college,Woman,Asian or Asian American
2021-05-05T15:52:08Z,45-54,Computing or Tech,"Engineer, Risk Management","I'm not technical at all - ""Analyst"" fits better than ""Engineer""",108000,,USD,,NA,USA,North Carolina,Raleigh,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-05-05T15:52:12Z,35-44,"Accounting, Banking & Finance",Senior Relationship Manager,LIHTC Investor Relations (Non-profit Finance),116000,,USD,,NA,United States,Illinois,Chicago,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-05-05T15:52:40Z,35-44,Government and Public Administration,Policy Advisor,NA,87500,,CAD,,NA,Canada,NA,Montreal,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-05-05T15:53:44Z,25-34,Retail,Consumer Insights Specialist,NA,60000,,USD,,NA,United States,Florida,Fort Myers,8 - 10 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
2021-05-05T15:54:00Z,25-34,Law,Associate Lawyer,NA,95000,,CAD,,NA,Canada,NA,Toronto,2 - 4 years,1 year or less,"Professional degree (MD, JD, etc.)",Woman,"Asian or Asian American, White"
2021-05-05T15:54:46Z,35-44,"Accounting, Banking & Finance",Accounts Payable Manager/Junior Accountant,"I have two titles, I became the Accounts Payable manager and then our Junior accountant quit and I was promoted with another team member to that role as well",45000,,USD,,NA,United States,New Hampshire,Manchester,11 - 20 years,5-7 years,Some college,Woman,White
2021-05-05T15:55:47Z,25-34,Engineering or Manufacturing,Quality and Manufacturing Engineering Manager,NA,99600,,USD,,NA,USA,Ohio,Cleveland,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-05-05T15:56:02Z,25-34,Engineering or Manufacturing,Sales Engineer,NA,94700,,CAD,,NA,Canada,NA,Vancouver,8 - 10 years,2 - 4 years,College degree,Woman,White
2021-05-05T15:56:05Z,25-34,Nonprofits,Lead Foster Technician,I work for an animal shelter,34000,,USD,,NA,united states,Arizona,phoenix,8 - 10 years,2 - 4 years,College degree,Woman,White
2021-05-05T15:56:09Z,45-54,Nonprofits,Events Marketing Manager,NA,76500,,USD,,NA,USA,Texas,Dallas,21 - 30 years,11 - 20 years,Master's degree,Woman,White
2021-05-05T15:56:44Z,25-34,Public Library,Reference Librarian,NA,36067,,USD,,NA,United States,Indiana,Greenwood,8 - 10 years,5-7 years,Master's degree,Woman,White
2021-05-05T15:57:26Z,25-34,"Accounting, Banking & Finance",Regional Supervision Officer,NA,89000,,USD,,NA,United States,Michigan,Ann Arbor,8 - 10 years,8 - 10 years,NA,Woman,NA
2021-05-05T15:57:27Z,25-34,Business or Consulting,Consultant II,Post-grad level consultant; sometimes called associate at peer firms,167000,,USD,,NA,US,California,San Francisco,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
2021-05-05T15:57:31Z,35-44,Education (Higher Education),Student Administrative Assistant,NA,50000,,USD,,NA,United States,Michigan,Ann Arbor,11 - 20 years,2 - 4 years,College degree,Woman,Black or African American
2021-05-05T15:57:50Z,45-54,Government and Public Administration,Human Resources Director,NA,150000,,USD,,NA,United States,California,Ventura,21 - 30 years,8 - 10 years,College degree,Woman,White
2021-05-05T15:57:58Z,35-44,Education (Higher Education),Assistant professor,NA,81600,,USD,,I'm actually on a 10 month contract - the salary quoted is if I worked 12 months,USA,Massachusetts,Andover,5-7 years,5-7 years,PhD,Woman,White
2021-05-05T15:58:19Z,25-34,Law,Associate Attorney,NA,78000,,USD,,NA,USA,Washington,Freeland,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-05-05T15:59:04Z,25-34,Nonprofits,Services Manager,I'm in charge of all member services in a small national charity. I manage one permanent employee and all of the volunteers.,29000,,GBP,,NA,UK,NA,Leeds,11 - 20 years,8 - 10 years,College degree,Non-binary,White
2021-05-05T15:59:15Z,35-44,Media & Digital,Creative Media Developer,I primarily create and produce in-house and forward-facing video from pre- to post-production.,65500,,USD,,NA,USA,Washington,Issaquah,21 - 30 years,5-7 years,College degree,Woman,White
2021-05-05T15:59:27Z,35-44,"Marketing, Advertising & PR",Ecommerce Merchandiser,NA,53000,,USD,,NA,United States,"New York, Oregon, Vermont",Portland,8 - 10 years,5-7 years,Some college,Woman,White
2021-05-05T16:00:25Z,35-44,Library,Archivist,NA,82000,,USD,,NA,USA,New York,New York City,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-05-05T16:00:31Z,35-44,Engineering or Manufacturing,Compliance Administrator,NA,59000,,USD,,NA,USA,Pennsylvania,Philadelphia,11 - 20 years,5-7 years,College degree,Other or prefer not to answer,White
2021-05-05T16:01:37Z,55-64,Law,Litigation Secretary,NA,112000,,USD,,NA,U.S.,California,Palo Alto,31 - 40 years,31 - 40 years,High School,Woman,White
2021-05-05T16:02:27Z,25-34,Computing or Tech,Staff Software Engineer,NA,141000,,USD,,NA,USA,Illinois,Chicago,8 - 10 years,8 - 10 years,Master's degree,Man,White
2021-05-05T16:02:33Z,35-44,Computing or Tech,Engineering Manager,Security & Privacy,392000,,USD,,NA,USA,California,San Francisco,11 - 20 years,11 - 20 years,Master's degree,Non-binary,White
2021-05-05T16:03:26Z,25-34,Education (Higher Education),Communications Manager,NA,80000,,CAD,,NA,Canada,NA,Vancouver,8 - 10 years,8 - 10 years,Master's degree,Woman,"Native American or Alaska Native, White"
2021-05-05T16:03:31Z,35-44,Computing or Tech,QA Engineer,NA,83000,,USD,,NA,USA,New York,Rochester,11 - 20 years,8 - 10 years,College degree,Non-binary,White
2021-05-05T16:03:42Z,25-34,Computing or Tech,Product Manager,NA,143000,,USD,,NA,USA,Washington,Seattle,8 - 10 years,5-7 years,College degree,Woman,Asian or Asian American
2021-05-05T16:04:37Z,25-34,Business or Consulting,Survey Methodologist,NA,80000,,USD,,NA,USA,Maryland,Rockville,5-7 years,5-7 years,Master's degree,Woman,White
2021-05-05T16:04:51Z,65 or over,Nonprofits,Parish Organist & Publications Manager,"I'm the church organist, and I also prepare all the weekly service booklets for a medium-sized church (the booklets include everything for a service: prayers, readings, hymns with their tunes, etc.). All kinds of other stuff as needed, too.",27340,,USD,,"Additional income comes from weddings, funerals, special services for which I'm the organist.",U.S.A.,Arizona,Tucson,41 years or more,41 years or more,Master's degree,Man,White
2021-05-05T16:05:00Z,25-34,"Marketing, Advertising & PR",Content Writer,NA,50000,,USD,,NA,USA,Illinois,Glendale Heights,5-7 years,2 - 4 years,College degree,Woman,White
2021-05-05T16:05:36Z,55-64,Nonprofits,Office Administrator,Running a church office,46000,,USD,,Pension benefits are add'l. 5600 annually,USA,Ohio,Cleveland,41 years or more,21 - 30 years,High School,Woman,White
2021-05-05T16:05:46Z,45-54,"Accounting, Banking & Finance",Senior Manager,NA,155000,,USD,,NA,United States,Texas,Dallas,21 - 30 years,21 - 30 years,Master's degree,Woman,White
2021-05-05T16:06:10Z,25-34,Law,Staff Attorney,NA,73000,,USD,,NA,United States,Vermont,Waterbury,8 - 10 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-05-05T16:07:33Z,25-34,"Accounting, Banking & Finance",Insolvency Officer,Arranging debt solutions for clients,25000,,GBP,,NA,United Kingdom,NA,Glasgow,8 - 10 years,1 year or less,High School,Man,White
2021-05-05T16:07:33Z,25-34,Pharmaceuticals,Principal Medical Writer,Agency-based,100000,,USD,,NA,USA,Pennsylvania,Philadelphia,2 - 4 years,2 - 4 years,PhD,Woman,White
2021-05-05T16:07:35Z,35-44,Education (Primary/Secondary),Teacher,NA,67190,,USD,,NA,United States,Maryland,Upper Marlboro,8 - 10 years,5-7 years,Master's degree,Woman,White
2021-05-05T16:08:18Z,35-44,Sales,Accounts Payable Manager,NA,62000,,USD,,NA,United States,California,Petaluma,11 - 20 years,11 - 20 years,Some college,Woman,White
2021-05-05T16:08:48Z,35-44,Health care,Psychologist,"I work in academic medicine; this means I am primarily a clinician in a hospital, but I am also faculty (assistant professor) at local medical school",90000,,USD,,Bonus varies by year; last year was decided pre-pandemic and was very good,USA,Indiana,Indianapolis,5-7 years,5-7 years,PhD,Woman,White
2021-05-05T16:09:02Z,25-34,Education (Higher Education),Assistant Director of Communications,NA,64000,,USD,,NA,U.S.,Colorado,Boulder,11 - 20 years,5-7 years,College degree,Woman,White
2021-05-05T16:09:08Z,25-34,"Marketing, Advertising & PR",Digital Marketing Coordinator,NA,46000,,USD,,NA,USA,New Jersey,Sparta,5-7 years,2 - 4 years,College degree,Non-binary,White
2021-05-05T16:10:07Z,45-54,Computing or Tech,Sr Project Manager,NA,132000,,USD,,NA,USA,Georgia,Atlanta,21 - 30 years,11 - 20 years,Master's degree,Woman,White
2021-05-05T16:10:12Z,35-44,Nonprofits,Project Manager,NA,68000,,CAD,,"In Canada, full time is 37.5 hrs/week",Canada,NA,Vancouver,5-7 years,5-7 years,Master's degree,Man,Asian or Asian American
2021-05-05T16:10:23Z,25-34,Chemicals/ Materials,Scientist,NA,109400,,USD,,NA,United States,Pennsylvania,King of Prussia,5-7 years,5-7 years,PhD,Woman,White
2021-05-05T16:10:35Z,25-34,Computing or Tech,DevOps Engineer,NA,102000,,USD,,NA,US,Colorado,Broomfield,5-7 years,2 - 4 years,College degree,Other or prefer not to answer,White
2021-05-05T16:10:51Z,35-44,Nonprofits,Head of Finance,NA,54511,,GBP,,NA,UK,NA,London,8 - 10 years,8 - 10 years,Master's degree,Woman,White
2021-05-05T16:11:15Z,35-44,Computing or Tech,Software Developer,NA,88000,,CAD,,NA,Canada,NA,Edmonton,11 - 20 years,11 - 20 years,College degree,Man,White
2021-05-05T16:12:22Z,35-44,Health care,Medical Librarian,Librarian at a large hospital & out-patient clinic,68850,,USD,,NA,USA,Arizona,Phoenix,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-05-05T16:13:01Z,18-24,Hospitality & Events,Catering Assistant,"Sporting and events catering assistant, front and back of house.",18000,,GBP,,Full time hours is not realistic.,UK,NA,Leicester,2 - 4 years,1 year or less,College degree,Man,White
2021-05-05T16:13:03Z,35-44,Entertainment,Chief Executive Officer,NA,275000,,USD,,NA,United States,California,San Francisco,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-05-05T16:13:47Z,35-44,Computing or Tech,Director of Software Engineering,NA,130000,,USD,,NA,United States,Georgia,Atlanta,21 - 30 years,21 - 30 years,Some college,Man,White
2021-05-05T16:14:17Z,55-64,Law,Assistant General Counsel,NA,280000,,USD,,Includes bonus and RSUs (restricted stock units),US,California,San Francisco,31 - 40 years,31 - 40 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-05-05T16:14:24Z,18-24,Construction Management,Assistant Project Engineer,NA,60000,,USD,,NA,USA,New York,New York,1 year or less,1 year or less,College degree,Woman,Asian or Asian American
2021-05-05T16:14:25Z,25-34,Nonprofits,program manager,NA,70000,,USD,,NA,USA,Massachusetts,Boston,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-05-05T16:15:51Z,35-44,Transport or Logistics,Data Engineer,NA,55000,,GBP,,NA,United Kingdom,NA,London,21 - 30 years,21 - 30 years,College degree,Woman,White
2021-05-05T16:17:11Z,35-44,Education (Higher Education),Librarian II,Coordinator of Digital Scholarship and Programs (I'm a manager.),57625,,USD,,NA,United States,Wisconsin,Milwaukee,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-05-05T16:17:18Z,25-34,Law,Associate Attorney,Probate/estate planning,86000,,USD,,NA,United States,Ohio,Columbus,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,"Hispanic, Latino, or Spanish origin"
2021-05-05T16:17:20Z,45-54,Sales,Inside Sales,NA,48000,,USD,,NA,USA,Oklahoma,Tulsa,2 - 4 years,2 - 4 years,Some college,Woman,White
2021-05-05T16:17:35Z,25-34,Social sciences research,Economist,I'm an environmental economist for a nonprofit research institute/consulting firm/federal contractor,55000,,USD,,NA,United States,North Carolina,Durham,2 - 4 years,2 - 4 years,College degree,Woman,White
2021-05-05T16:18:15Z,25-34,Computing or Tech,Product Manager,NA,80000,,CAD,,NA,Canada,NA,Toronto,5-7 years,2 - 4 years,College degree,Woman,White
2021-05-05T16:18:49Z,18-24,Engineering or Manufacturing,Research and Development Engineer I,NA,65000,,USD,,NA,United States,Texas,Houston,1 year or less,1 year or less,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
2021-05-05T16:19:34Z,35-44,Nonprofits,"Director of Children, Youth and Family Ministries",Church,50000,,USD,,NA,U.S.,Minnesota,Minneapolis,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-05-05T16:20:02Z,25-34,Government and Public Administration,Proposal Specialist,NA,86500,,USD,,NA,USA,Virginia,Ashburn,8 - 10 years,5-7 years,Master's degree,Woman,White
2021-05-05T16:20:55Z,25-34,"Marketing, Advertising & PR",Content Manager,For real estate brokerage,45000,,USD,,NA,United States,Iowa,Des Moines,5-7 years,5-7 years,College degree,Woman,White
2021-05-05T16:21:02Z,25-34,"Marketing, Advertising & PR",communications advisor,NA,60000,,CAD,,NA,Canada,NA,Edmonton,5-7 years,5-7 years,College degree,Woman,White
2021-05-05T16:21:13Z,45-54,Computing or Tech,Customer Success Manager,NA,165000,,USD,,NA,US,Texas,Houston,21 - 30 years,21 - 30 years,Master's degree,Woman,White
2021-05-05T16:21:43Z,25-34,library,School librarian,NA,40000,,USD,,NA,USA,Washington,prefer not to say,11 - 20 years,11 - 20 years,NA,Woman,White
2021-05-05T16:21:59Z,35-44,Education (Higher Education),Accountant,NA,51000,,USD,,NA,United State,Nebraska,Omaha,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-05-05T16:22:05Z,35-44,"Accounting, Banking & Finance",Executive Assistant,+ Property Manager,85000,,USD,,NA,USA,California,Sonoma County,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-05-05T16:23:11Z,35-44,Engineering or Manufacturing,Function developer,NA,85000,,EUR,,NA,Germany,NA,Stuttgart,8 - 10 years,5-7 years,PhD,Woman,White
2021-05-05T16:24:22Z,35-44,Education (Higher Education),Administrative Assistant,NA,42000,,USD,,NA,US,Maine,Orono,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-05-05T16:25:46Z,35-44,Engineering or Manufacturing,Principal Engineer,Principal Materials Engineer,116000,,USD,,NA,United States,Minnesota,Minneapolis,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-05-05T16:25:58Z,35-44,Computing or Tech,Data scientist,NA,190000,,USD,,There is additional stock worth about $100k/ year,United States,California,Los Angeles,8 - 10 years,8 - 10 years,PhD,Woman,White
2021-05-05T16:26:23Z,35-44,Government Contracting R&D,Senior Contract Administrator,Also Administers Subcontracts,100000,,USD,,NA,USA,New York,Buffalo,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-05-05T16:26:29Z,25-34,Education (Higher Education),Administrative Assistant,NA,37247,,USD,,NA,United States,Maryland,Catonsville,11 - 20 years,5-7 years,College degree,Woman,White
2021-05-05T16:28:02Z,35-44,Computing or Tech,Data Analyst,NA,87000,,USD,,NA,United States,Texas,Austin,11 - 20 years,5-7 years,College degree,Woman,Asian or Asian American
2021-05-05T16:28:22Z,35-44,Government and Public Administration,Library Director,NA,29120,,USD,,"Job does not offer 40  hours a week, so true income is 24,024",United States,Illinois,Chicago Metro,11 - 20 years,11 - 20 years,Some college,Woman,White
2021-05-05T16:28:56Z,35-44,Retail,"Director, eCommerce",NA,145000,,USD,,"Bonus up to 40% annual salary.  This was a great bonus year, other years have been $0 or somewhere in between",United States,New York,New York,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-05-05T16:29:05Z,35-44,Computing or Tech,Senior Program Manager,NA,228800,,USD,,Hourly with 1.5x overtime rate,United States,Illinois,Chicago,21 - 30 years,21 - 30 years,College degree,Woman,"Asian or Asian American, White"
2021-05-05T16:29:19Z,35-44,Nonprofits,Senior Research Counsel,NA,93000,,USD,,NA,United States,District of Columbia,"Washington, D.C.",11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-05-05T16:29:59Z,45-54,Education (Higher Education),Associate Director,(Academic Law Library),92000,,USD,,NA,USA,Texas,Austin,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-05-05T16:31:20Z,25-34,Social Work,Research Associate,NA,45800,,USD,,NA,USA,Florida,Fort Walton Beach,2 - 4 years,2 - 4 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
2021-05-05T16:31:31Z,35-44,Computing or Tech,Web Specialist,NA,39390,,USD,,NA,US,Missouri,Cape Girardeau,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-05-05T16:32:04Z,18-24,Engineering or Manufacturing,Embedded Software Engineer,NA,105000,,USD,,NA,USA,Virginia,Mclean,1 year or less,1 year or less,Master's degree,Woman,White
2021-05-05T16:32:19Z,35-44,Insurance,Division Manager,"At any other company I'd probably be AVP or VP, our titles are weird compared to everyone else.",168750,,USD,,Bonus amount above - not guarenteed,United States,Virginia,Richmond,11 - 20 years,11 - 20 years,College degree,Woman,White
2021-05-05T16:32:32Z,35-44,Recruitment or HR,HR Manager,NA,83000,,USD,,NA,United States,Ohio,Cincinnati,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-05-05T16:33:39Z,35-44,Media & Digital,Content Manager,NA,31700,,GBP,,NA,United Kingdom,NA,Cambridge,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-05-05T16:34:36Z,35-44,Nonprofits,Program Manager,Designing and overseeing trainings (adult learning/leadership),72000,,USD,,NA,USA,Massachusetts,Boston area,11 - 20 years,8 - 10 years,Master's degree,Woman,White
2021-05-05T16:35:03Z,35-44,Education (Higher Education),Librarian,Department Head,86000,,USD,,NA,USA,Maryland,Baltimore Area,21 - 30 years,21 - 30 years,Master's degree,Woman,White
2021-05-05T16:35:05Z,55-64,Engineering or Manufacturing,Executive Assistant,NA,55000,,USD,,NA,USA,Virginia,Richmond,31 - 40 years,11 - 20 years,College degree,Woman,White
2021-05-05T16:35:26Z,35-44,Aviation,ramp agent,NA,28700,,USD,,NA,USA,Florida,Key West,8 - 10 years,5-7 years,High School,Man,White
2021-05-05T16:36:06Z,25-34,Law,Attorney,NA,110000,,USD,,Variable bonus structure; average one months salary minimum,United States,Oregon,Portland,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-05-05T16:39:38Z,25-34,Pharmaceuticals / Biotech,Sr manager of insights,market research manager,160000,,USD,,additional is bonus and stock,USA,California,San Francisco,8 - 10 years,5-7 years,PhD,Woman,"Asian or Asian American, White"
2021-05-05T16:39:47Z,25-34,Entertainment,Podcast Producer,NA,72000,,USD,,NA,USA,New York,New York City,5-7 years,2 - 4 years,College degree,Woman,White
2021-05-05T16:40:25Z,25-34,"Marketing, Advertising & PR",Campaign management,Advertising,72500,,USD,,NA,USA,Utah,Salt Lake City,5-7 years,8 - 10 years,College degree,Man,White
2021-05-05T16:43:18Z,45-54,Library,Reference librarian,NA,48000,,USD,,NA,United States,Maine,Portland,31 - 40 years,2 - 4 years,Master's degree,Woman,White
2021-05-05T16:43:49Z,25-34,Education (Higher Education),Research Assistant,NA,38000,,USD,,NA,US,Maine,Portland,2 - 4 years,2 - 4 years,Master's degree,Woman,White
2021-05-05T16:43:59Z,35-44,Education (Higher Education),Manager of Faculty Affairs,Senior administrative assistant role,50000,,USD,,NA,US,North Carolina,Durham,11 - 20 years,5-7 years,Master's degree,Woman,White
2021-05-05T16:44:16Z,35-44,Nonprofits,Senior Research Manager,"I manage projects, not people, and my team is top-heavy in terms of job titles.",81000,,USD,,"Additional compensation is a bonus, which varies and the organization is not transparent re: what determines it.",U.S.,Illinois,Chicago,11 - 20 years,8 - 10 years,PhD,Woman,White
2021-05-05T16:45:09Z,25-34,Property or Construction,Portfolio Accountant,NA,81500,,USD,,NA,US,Texas,Dallas,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,"Asian or Asian American, White"
2021-05-05T16:45:40Z,35-44,manufacturing security systems,Head of Qualiy,"ISO 9001 certification, process improvement, large change projects",64260,,EUR,,"Health insurance, occupational pension and employer contributes 10%/month",Ireland,NA,Dublin,21 - 30 years,11 - 20 years,Master's degree,Woman,White
2021-05-05T16:46:52Z,45-54,Computing or Tech,Manager Centre of excellence,NA,230000,,AUD/NZD,,NA,Australia,NA,Brisbane,21 - 30 years,21 - 30 years,Master's degree,Woman,White
2021-05-05T16:46:54Z,35-44,Law,Attorney,NA,332000,,USD,,"I am a 1099 contractor; I make $160/hour, pre-tax.",U.S.,Illinois,Chicago,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
2021-05-05T16:47:08Z,45-54,Nonprofits,Senior Policy Analyst,NA,104640,,USD,,NA,USA,District of Columbia,Washington,11 - 20 years,11 - 20 years,PhD,Woman,White
2021-05-05T16:47:23Z,35-44,Computing or Tech,Data Analyst,NA,53500,,USD,,NA,United States,Texas,Irving,11 - 20 years,5-7 years,College degree,Man,White
2021-05-05T16:47:32Z,45-54,Professional Association in Finance,VP Membership and Programs,NA,140000,,USD,,NA,United States,New York,New York City,21 - 30 years,8 - 10 years,Master's degree,Woman,"Black or African American, White"
2021-05-05T16:47:36Z,25-34,Recruitment or HR,Human Resources Specialist Senior,NA,78375,,USD,,NA,United States,Wisconsin,Madison,5-7 years,5-7 years,PhD,Woman,White
2021-05-05T16:48:23Z,25-34,Computing or Tech,IT Admin,NA,30000,,EUR,,NA,Austria,NA,Burgenland,8 - 10 years,2 - 4 years,Some college,Woman,White
2021-05-05T16:48:56Z,25-34,Engineering or Manufacturing,Staff engineer,NA,145000,,USD,,NA,United States,California,Alameda,5-7 years,5-7 years,PhD,Woman,White
2021-05-05T16:49:48Z,25-34,Health care,Sr Business Analyst,NA,90500,,USD,,NA,USA,Pennsylvania,Philadelphia,8 - 10 years,2 - 4 years,College degree,Woman,White
2021-05-05T16:49:56Z,25-34,Nonprofits,"Project Manager, Development Consulting Services",Project Manager for a non-profit development consulting service,57000,,USD,,NA,USA,Pennsylvania,Philadelphia,2 - 4 years,2 - 4 years,College degree,Woman,White
2021-05-05T16:50:08Z,35-44,"Marketing, Advertising & PR",Director of Marketing,NA,160000,,USD,,NA,United States,Florida,Tampa,21 - 30 years,11 - 20 years,College degree,Woman,White
2021-05-05T16:50:34Z,25-34,"Accounting, Banking & Finance",Payroll Coordinator,NA,55000,,USD,,NA,United States,Texas,Houston,11 - 20 years,8 - 10 years,Some college,Woman,White
2021-05-05T16:51:05Z,35-44,Computing or Tech,IT Manager,NA,95000,,USD,,NA,United States of America,Pennsylvania,Pittsburgh,21 - 30 years,21 - 30 years,College degree,Woman,White
2021-05-05T16:51:29Z,25-34,Nonprofits,Digital Asset Specialist,I manage a Digital Asset Management System,66000,,USD,,The additional monetary compensation is to assist in covering costs of maintaining a home office - I work remotely,USA,Washington,Seattle area,5-7 years,5-7 years,Master's degree,Woman,White
2021-05-05T16:52:07Z,35-44,Libraries,Director of Resource Services,NA,85200,,USD,,NA,USA,Georgia,Atlanta,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-05-05T16:52:11Z,25-34,"Accounting, Banking & Finance",Manager,Tax manager big 4,101000,,USD,,NA,United states,Massachusetts,Boston,11 - 20 years,8 - 10 years,College degree,Woman,White
2021-05-05T16:52:56Z,25-34,Law,Counsel,In-house counsel specializing in customer contract negotiations,125000,,USD,,"Additional compensation is a 20% bonus potential, adjusted to be the approximate dollar amount expected annually.",USA,District of Columbia,"Washington, D.C.",11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,"Hispanic, Latino, or Spanish origin, White"
2021-05-05T16:53:15Z,45-54,Education (Higher Education),Professor (full),NA,86000,,USD,,NA,US,Florida,Sarasota,11 - 20 years,11 - 20 years,PhD,Woman,White
2021-05-05T16:53:58Z,25-34,Health care,Customer Service Rep III,Medical manufacturing,40518,,USD,,NA,United States,North Carolina,Morrisville,8 - 10 years,2 - 4 years,College degree,Other or prefer not to answer,White
2021-05-05T16:54:54Z,35-44,Education (Higher Education),Academic Advisor,NA,51000,,USD,,NA,United States,Oregon,Corvallis,8 - 10 years,5-7 years,Master's degree,Woman,White
2021-05-05T16:55:40Z,35-44,Education (Higher Education),Assistant Professor,NA,60000,,USD,,NA,United States,Ohio,Oxford,11 - 20 years,11 - 20 years,PhD,Woman,White
2021-05-05T16:55:55Z,35-44,Computing or Tech,Lead Programmer,NA,95000,,USD,,NA,United States,Massachusetts,Boston,11 - 20 years,11 - 20 years,Master's degree,Woman,White
2021-05-05T16:56:19Z,35-44,"Accounting, Banking & Finance",Director,Compliance,130000,,USD,,NA,United States,Nevada,Las Vegas,21 - 30 years,21 - 30 years,High School,Man,White
